UniqueID	data_index	current_id	highlight_start	highlight_end	to_do_summary
163515647	2719	004-001606-EM	52	77	$1284$ $118$ $6528$ $16$ $251$ $82$ $37919$ $11181$ $132$ $43$ $94$ $6416$ $16$ $872$ $4362$ $422$ $50$ $94$ $1697$ $84$ $107$ $1139$
163515648	3542	007-008673-EM	147	158	$3867$ $82$ $5861$ $2692$ $84$ $578$ $1136$ $56$ $37972$ $46$
163515648	3542	007-008673-EM	147	158	$50$ $388$ $423$ $82$ $5861$ $2692$ $262$ $37973$ $46$
163515649	4179	008-001520-EM	45	58	$2689$ $522$ $56$ UNK $8593$ $5$ $22040$ $327$ $82$ $20938$ $460$ $485$ $1057$ $230$ $56$ $1736$ $46$
163515649	4179	008-001520-EM	45	58	$2689$ $604$ $8167$ $460$ $520$ $50$ $1057$ $230$ $1736$ $46$
163515650	3932	007-013268-EM	10	33	$26135$
163515650	3932	007-013268-EM	10	33	$37769$ $46$
163515651	2681	004-000498-EM	40	70	$2398$ $518$ $56$ $168$ $5186$ $1673$ $56$ $403$ $665$ $612$
163515651	2681	004-000498-EM	40	70	$2442$ $16$ $2399$ $518$ UNK $4902$ $5186$ $1367$ $1673$ $56$ $612$ $16$ $306$ $5322$ $82$ $2685$ $16$ $894$ $82$ $594$ $230$ $86$ $1673$ $56$ $612$ $233$ $403$ $46$
163515652	4135	008-000526-EM	47	66	$2372$ $2373$ $247$ $56$ $423$ $17$ $505$ $1224$ $87$ $82$ $2041$ $232$ $11327$ $3888$ $262$ $2485$ $17$
163515652	4135	008-000526-EM	47	66	$37769$ $46$
163515653	2756	005-000873-EM	161	173	$12827$ $168$ $16742$ $122$ $7779$ $642$ $947$ $262$ $9674$ $472$ $16$ $20949$ $46$
163515653	2756	005-000873-EM	161	173	$1000$ $168$ $1026$ $122$ $7779$ $1136$ $2143$ $9674$ $233$ $13635$ $46$
163515654	3774	007-011367-EM	22	30	$2843$ $1284$ $5560$ $3071$ $46$
163515654	3774	007-011367-EM	22	30	$37769$ $46$
163515655	4766	008-015086-EM	88	102	$5144$ $507$ $1000$ $56$ $3068$ $3963$ $13705$ $16$ $3410$ $262$ $1263$ $46$
163515655	4766	008-015086-EM	88	102	$306$ $2427$ $7729$ $8867$ $16$ $3411$ $811$ $507$ $16$ $1263$ $46$
163515656	3308	007-006023-EM	259	277	$2442$ $16$ $4251$ $109$ $530$ $217$ $8080$ $262$ $82$ $850$ $3710$ $642$ $2129$ $642$ $43$ $94$ $46$
163515656	3308	007-006023-EM	259	277	$4251$ $355$ $89$ $238$ $87$ $278$ $167$ $109$ $1136$ $2944$ $15618$ $122$ $4746$ $233$ $747$
163515657	4792	008-015614-EM	371	383	$8547$ $518$ $56$ $25273$ $419$ $63265$ $87$ $421$ $16$ $734$ $46$
163515657	4792	008-015614-EM	371	383	$8547$ $38137$ $25273$ $419$ $2492$ $87$ $421$ $16$ $734$
163515658	4443	008-007510-EM	287	301	$140$ $2492$ $665$ $1629$ $122$ $296$ $89$ $86$ $812$ $262$ $1351$ $262$ $2373$ $4325$ $1053$
163515658	4443	008-007510-EM	287	301	$89$ $2491$ $808$ $17$ $38180$ $10934$ $140$ $1351$ $1629$ $122$ $296$ $46$
163515659	3255	007-005261-EM	55	61	$222$ $3036$ $16$ $285$ $530$ $8170$ $2942$ $46$
163515659	3255	007-005261-EM	55	61	$222$ $3036$ $16$ $285$ $8170$ $2942$
163515660	4765	008-015040-EM	36	47	$37769$ $46$
163515660	4765	008-015040-EM	36	47	$251$ $56$ $3472$ $12109$ $1506$ $5$ $7729$ $507$ $46$
163515661	3520	007-008367-EM	41	58	$1225$ $7337$ $247$ $38221$ $46$ $11070$ $46$ $3704$ $2245$ $2140$ $159$ $4587$ $233$ $632$ $46$
163515661	3520	007-008367-EM	41	58	$1225$ $10779$ $262$ $520$ $612$ $262$ $2246$ $787$ $154$ $4587$
163515662	3379	007-006832-EM	18	33	$5274$ $246$ UNK $12810$ $9452$ $30921$ $341$ $122$ $273$ $86$ $233$ $872$ $7$ $38234$ $7$ $46$
163515662	3379	007-006832-EM	18	33	$5274$ $246$ $1038$ $122$ $273$ $86$ $233$ UNK $38233$
163515663	2703	004-001208-EM	10	24	$3655$ $56$ $38240$ $3020$ $84$ $4746$ $18946$ $642$ $2129$ $642$ $86$ $87$ $3454$ $46$
163515663	2703	004-001208-EM	10	24	$37769$ $46$
163515664	3918	007-012950-EM	23	33	$1774$ $4129$ $82$ $1612$ $2802$ $247$ $597$ $1887$ $6336$ $216$ $38244$ $15517$ $17$ $1032$ $224$ $46$
163515664	3918	007-012950-EM	23	33	$72892$ $225$ $262$ $56$ $1612$ $2802$
163515665	3876	007-012530-EM	20	30	$2813$ $1303$ $140$ $262$ $3501$ $5633$ $5$ $56$ $3170$
163515665	3876	007-012530-EM	20	30	$2813$ $1303$ $5$ $56$ $3170$ $262$ $30797$ $1139$ $262$ $38245$ $46$
163515666	4296	008-004122-EM	9	15	$11227$ $858$ $24627$ $46$
163515666	4296	008-004122-EM	9	15	$9073$ $122$ $4874$ $56$ $858$ $15038$ $734$ $46$
163515667	3822	007-011927-EM	10	16	$26135$
163515667	3822	007-011927-EM	10	16	$26135$
163515668	2706	004-001287-EM	184	204	$3886$ $56$ $14428$ $38280$ $232$ $56$ $19666$ $122$ $56$ $38281$ $16$ $19639$ $38282$ $667$ $10805$ $46$
163515668	2706	004-001287-EM	184	204	$2442$ $16$ $2041$ UNK UNK $232$ $56$ $19666$ $247$ $1309$ $46$
163515669	3910	007-012857-EM	110	138	$5471$ $354$ $82$ $299$ $1038$ $16$ $754$ $5045$ $642$ $82$ $814$ $247$ $140$ $262$ $790$ $247$ $217$ $302$ UNK $132$ $247$ $11315$ $217$ $5495$ $7284$ $122$ $1896$ $46$
163515669	3910	007-012857-EM	110	138	$5471$ $56$ $299$ $330$ $16$ $355$ $1136$ $4099$ $247$ $218$ $5495$ $7284$
163515670	2640	001-003688-EM	40	48	$26135$
163515670	2640	001-003688-EM	40	48	$1365$ $56$ $6527$ $1745$ $87$ $518$ $122$ $1550$ $811$ $107$ $1611$
163515671	3414	007-007107-EM	204	218	$251$ $56$ $150$ UNK $84$ $5039$ $16$ $56$ $10254$ $5850$ $16$ $191$ $193$ UNK $132$ $523$ $232$ $56$ $1415$ $247$ $1434$ UNK $5113$ $2794$
163515671	3414	007-007107-EM	204	218	$419$ $151$ $150$ $530$ $9399$ $122$ $2794$ $247$ $10254$ $3611$ $16$ $191$ $193$ $1689$
163515672	4676	008-013486-EM	71	94	$1225$ $210$ $7337$ $262$ $57$ $1784$ $612$
163515672	4676	008-013486-EM	71	94	$5471$ $56$ $7337$ $16$ $2491$ $262$ $57$ $1784$ $612$ $89$ $86$ $123572$ $13282$ $232$ $3878$
163515673	2757	005-000874-EM	10	22	$6078$ $84$ $3595$ $232$ $56$ $3770$
163515673	2757	005-000874-EM	10	22	$750$
163515674	4390	008-006475-EM	118	133	$1881$ $518$ $82$ $2692$ $89$ $599$ $808$ $16$ $710$ $796$ $530$ $38302$ $5353$ $1772$ $930$ $233$ $4970$
163515674	4390	008-006475-EM	118	133	$1881$ $518$ $2692$ $84$ $1233$ $262$ $4560$ $23283$ $122$ $1772$ $17184$ $89$ $794$ $808$ $16$ $710$ $796$
163515675	2668	004-000205-EM	28	36	$5471$ $3629$ $16$ $38306$ $46$
163515675	2668	004-000205-EM	28	36	$1225$ $4091$ $247$ $6885$ $665$ $38304$ $16$ $38305$ $46$
163515676	4566	008-010680-EM	10	22	$26135$
163515676	4566	008-010680-EM	10	22	$26135$
163515677	4378	008-006254-EM	62	78	$25805$ $56$ $25825$ $3364$ $15038$ $122$ $734$ $21941$ $38272$ $46$
163515677	4378	008-006254-EM	62	78	$25805$ $56$ $25825$ $3364$ $15038$ $734$ $262$ $21941$ $4611$
163515678	3478	007-007873-EM	183	199	$3791$ $578$ $307$ $262$ $2077$ $618$ $46$
163515678	3478	007-007873-EM	183	199	$3791$ $579$ $262$ $12310$ $530$ $3604$ $233$ $1406$ $262$ $56$ $2077$ $122$ $694$ $222$ $46$
163515679	4636	008-012446-EM	13	25	$23323$ $3315$ $665$ $8019$ $262$ $2463$ $56$ $20988$
163515679	4636	008-012446-EM	13	25	$23323$ $3314$ $665$ $8019$ $89$ $526$ $94$ $734$ $82$ $20988$ $46$
163515680	4389	008-006461-EM	13	30	$5471$ $56$ $1280$ $247$ $1887$ $11342$ $16$ $341$ $3257$ $11936$ $84$ $167$ $7306$ $43$ $4129$ $46$
163515680	4389	008-006461-EM	13	30	$5471$ $56$ $1280$ $247$ $1062$ $3258$ $612$ $84$ $7306$ $46$
163515681	3020	007-002416-EM	66	78	$3887$ $15550$ $46$ $3791$ $1663$ $216$ $578$ $580$ $46$
163515681	3020	007-002416-EM	66	78	$3887$ $530$ $612$ $1821$ $262$ $15550$ $46$ $3791$ $84$ $578$ $580$ $46$
163515682	3806	007-011756-EM	12	24	$6035$ $1409$ $16$ $251$ $228$ $121$ $122$ $10382$ $788$ $84$ $2304$ $5031$
163515682	3806	007-011756-EM	12	24	$6035$ $1409$ $16$ $251$ $3392$ $121$ $122$ $10382$ $788$ $46$
163515683	3267	007-005379-EM	7	16	$26135$
163515683	3267	007-005379-EM	7	16	$5383$ $232$ $222$ $262$ $1815$ $518$ $46$
163515684	4311	008-004514-EM	250	266	$7963$ $56$ $38437$ $7893$ $3895$ $262$ $1842$ $1775$ $86$ $257$ $692$ $3336$ $46$
163515684	4311	008-004514-EM	250	266	$7963$ $56$ $147$ $5697$ $262$ $2491$ $46$
163515685	2960	007-001464-EM	153	171	$971$ $2286$ $233$ $120$ $1183$ $16$ $204$
163515685	2960	007-001464-EM	153	171	$15768$ UNK $233$ $120$ $1183$ $642$ $86$ $3340$ $16$ $8384$ $841$ $859$ $233$ $8167$ $46$
163515686	3999	007-014092-EM	19	30	$9845$ $1612$ $578$ $665$ $83$ $46$
163515686	3999	007-014092-EM	19	30	$26135$ $46$
163515687	3769	007-011324-EM	38	50	$619$ $518$ $218$ $133$ $607$ $36$ $84$ $17240$ UNK $46$
163515687	3769	007-011324-EM	38	50	$15190$ $518$ $217$ $416$ $8492$ $36$ $84$ $17239$ $507$ $46$
163515688	3826	007-012019-EM	9	43	$1219$ $84$ $578$ UNK $233$ $3642$ $4873$ $1055$ $247$ $82$ $1244$ $132$ $238$ $94$ $1263$ $84$ UNK $289$ $52$ $46$
163515688	3826	007-012019-EM	9	43	$390$ $84$ $579$ $16$ $610$ $89$ $1224$ $87$ $118$ $3642$ $4873$ $1055$ $247$ $1244$ $132$ $579$ $94$ $1263$ $2034$ $84$ $621$ $132$ $1225$ $810$ $642$ $82$ $4873$
163515689	4343	008-005417-EM	166	178	$5471$ $753$ $16$ $2491$ $419$ UNK $953$ $327$ $384$ $87$ $692$ $69$ $46$
163515689	4343	008-005417-EM	166	178	$1610$ $2492$ $16$ $1669$ $753$ $419$ $670$ $692$ $69$
163515690	4106	008-000122-EM	32	41	$3791$ $4337$ $16$ $2761$ $3410$ $794$ $497$ $163$ $164$ $3553$ $56$ $6425$ $46$
163515690	4106	008-000122-EM	32	41	$222$ $16$ $4338$ $122$ $4205$ $530$ $6425$
163515691	4707	008-014029-EM	289	307	$4517$ $16$ $2491$ $642$ $2129$ $642$ $721$ $89$ $238$ $367$ $2224$ $8431$ $46$
163515691	4707	008-014029-EM	289	307	$4518$ $223$ $16$ $2492$ $89$ $118$ $1823$ $289$ $2224$ $3913$ $87$ $464$
163515692	2849	007-000149-EM	10	21	$5471$ $2427$ $8097$ $16$ $573$ $233$ $631$ $781$ $46$
163515692	2849	007-000149-EM	10	21	$1225$ $246$ $118$ $2427$ $8097$ $233$ $632$ $781$
163515693	4718	008-014208-EM	53	69	$15190$ $530$ $543$ $2599$ $122$ $15170$ $86$ $46$
163515693	4718	008-014208-EM	53	69	$750$
163515694	4164	008-001207-EM	99	118	$163$ $2492$ $165$ $530$ $797$ $247$ $2486$ $665$ $2776$ $16$ $853$ $5$ $56$ $1626$ $2824$
163515694	4164	008-001207-EM	99	118	$1609$ $2491$ $165$ $56$ $797$ $530$ $2485$ $665$ $2776$ $16$ $852$ $419$ $2330$ $223$ $5$ $11327$ $9653$ $46$
163515695	4191	008-001846-EM	15	24	$750$
163515695	4191	008-001846-EM	15	24	$5471$ $3410$ $612$ $7337$ $240$ $3410$ $665$ $1493$ $612$ $233$ $1416$ $7596$ $230$ $25485$ $46$
163515696	3793	007-011610-EM	29	37	$285$ $84$ $599$ $530$ $56$ $7$ $7122$ $7$ $2693$ $262$ $38514$ $327$ $19832$ $46$
163515696	3793	007-011610-EM	29	37	$285$ $84$ $1583$ $1136$ $7122$ $2693$ $46$
163515697	4725	008-014327-EM	6	14	$23323$ $2380$ $262$ $2404$ $46$
163515697	4725	008-014327-EM	6	14	$750$
163515698	2943	007-001220-EM	54	75	$24064$ $246$ $262$ $3937$ $789$ $1661$ $5268$ $46$
163515698	2943	007-001220-EM	54	75	$5274$ $246$ $1662$ $5268$ $3937$ $23292$ $327$ $38516$ $2350$ $268$ $269$ $16$ $1182$ $46$
163515699	3725	007-010746-EM	8	20	$9668$ $1674$ $11324$ $230$ $1623$ $1136$ $83$ $16$ $583$ $2296$ $122$ $2485$ $2390$ $46$
163515699	3725	007-010746-EM	8	20	$750$
163515700	2795	005-001791-EM	50	61	$1609$ $37660$ $165$ $247$ $167$ $1406$ $84$ $4864$ $518$ $56$ $2944$ $233$ $56$ $6513$ $3858$ $38526$
163515700	2795	005-001791-EM	50	61	$163$ $37660$ $165$ $89$ $268$ $1192$ $253$ $1406$ $232$ $6513$ $3858$ $38526$ $2944$ $46$
163515701	2802	005-001938-EM	135	153	$594$ $253$ $56$ $4348$ $499$ $699$ $307$ $122$ $610$ $427$ $94$ $54$ $10354$ $5$ $86$ $46$
163515701	2802	005-001938-EM	135	153	$594$ $253$ $56$ $4348$ $499$ $699$ $122$ $610$ $427$ $18480$ $94$ $1434$ $5$ $6149$ $38534$ $18620$ $46$
163515702	2730	005-000116-EM	183	230	$5471$ $56$ $3113$ $69$ $460$ $2647$ $16$ $1491$ $262$ $796$ $1784$ $46$
163515702	2730	005-000116-EM	183	230	$2463$ $5420$ $958$ $16$ $33288$ $17$ $381$ $56$ $20437$ $87$ $84$ $10466$ $17$ $5463$ $1225$ $164$ $56$ $20529$ $725$ $233$ $10505$ $3807$ $17$ $382$ $56$ $725$ $1225$ $460$ $33289$ $17$ $122$ $95$ $3093$ $1225$ $86$ $223$ $84$ $2679$ $233$ $20437$ $84$ $3942$ $4586$ $5031$
163515703	3359	007-006628-EM	80	90	$3791$ $578$ $16$ $251$ $3222$ $150$ $530$ $341$
163515703	3359	007-006628-EM	80	90	$306$ $578$ $222$ $530$ $2887$ $150$ $233$ $38555$ $327$ $930$ $46$
163515704	3188	007-004391-EM	98	108	$59$ $3035$ $61$ $530$ $656$ $10706$ $1900$ $46$
163515704	3188	007-004391-EM	98	108	$59$ $3036$ $61$ $530$ $1003$ $232$ $342$
163515705	3057	007-002857-EM	24	36	$59$ $598$ $695$ $2427$ $122$ $596$ $154$ $579$
163515705	3057	007-002857-EM	24	36	$1693$ $578$ $2427$ $1549$ $330$ $122$ $140$ $597$ $695$ $5502$ $578$ $46$
163515706	2637	001-003574-EM	210	222	$750$
163515706	2637	001-003574-EM	210	222	$750$
163515707	3269	007-005390-EM	96	113	$390$ $84$ $578$ $2233$ $16$ $1815$ $518$ $84$ $597$ $233$ $254$ $366$ $1876$
163515707	3269	007-005390-EM	96	113	$390$ $84$ $578$ $2233$ $14411$ $84$ $254$ $7$ $137$ $20341$ $7$ $1876$ $46$
163515708	4483	008-008354-EM	133	140	$750$
163515708	4483	008-008354-EM	133	140	$750$
163515709	4327	008-004922-EM	25	39	$2764$ $3411$ $82$ $5560$ $5$ $10549$ $327$ $10543$ $233$ $10038$
163515709	4327	008-004922-EM	25	39	$2764$ $599$ $233$ $781$ $5560$ $5$ $10549$ $327$ $10543$ $233$ $10038$ $46$
163515710	4847	011-000036-EM	70	78	$619$ $7330$ $665$ $6171$ $16$ $368$ $84$ $574$
163515710	4847	011-000036-EM	70	78	$15190$ $7502$ $107$ $1898$ $16$ $3298$ $38686$ $6235$ $46$
163515711	4695	008-013785-EM	13	25	$1225$ $246$ $56$ $1261$ $423$ UNK $262$ $56$ $28243$ $3835$
163515711	4695	008-013785-EM	13	25	$1225$ $246$ $56$ $1261$ $423$ $46$
163515712	2742	005-000573-EM	568	585	$2442$ $122$ $9247$ $2982$ $247$ $56$ $519$ $247$ $6691$ $460$ $100064$ $89$ $52$ $107$ $1898$ $46$
163515712	2742	005-000573-EM	568	585	$2442$ $122$ $9247$ $1406$ $247$ $35448$ $6691$ $122$ $2145$ $6266$
163515713	3716	007-010714-EM	61	87	$2841$ $2854$ $2404$ $89$ $1224$ $51$ $167$ $1406$ $216$ $18906$ $132$ $367$ $7693$
163515713	3716	007-010714-EM	61	87	$5471$ $56$ $1406$ $16$ $15131$ UNK UNK $5169$ $16$ $3629$ $232$ $2854$ UNK $122$ $2841$ $56$ $2404$ UNK $946$ $56$ $2250$ $87$ $4079$ $460$ $82$ $57$ $289$ $892$ $46$
163515714	3925	007-013148-EM	263	282	$251$ $2708$ $3623$ $1247$ $122$ $151$ $2708$ $262$ $579$ $122$ $2720$ $585$ $810$ $507$ $46$
163515714	3925	007-013148-EM	263	282	$2813$ $56$ $3178$ $262$ $9923$ $16$ $1702$ $1247$ $306$ $56$ $2708$ $16$ $579$ $122$ $2720$ $585$
163515715	4262	008-003441-EM	206	224	UNK $26$ $16$ $368$ $84$ $38506$
163515715	4262	008-003441-EM	206	224	$619$ $26$ $16$ $368$ $38506$
163515716	3390	007-006915-EM	278	289	$2442$ $16$ $1225$ $579$ $796$ $4857$ $530$ $5396$ $107$ $607$ $46$
163515716	3390	007-006915-EM	278	289	$1225$ $796$ $5396$ $9051$ $107$ $607$ $16$ $579$
163515717	3924	007-013130-EM	44	51	$59$ $2239$ $3541$ $530$ $2592$ $665$ $753$ $233$ $56$ $892$ $5167$ $489$ $3619$ $46$
163515717	3924	007-013130-EM	44	51	$59$ UNK $2922$ $3541$ $530$ $892$ $5167$ $489$ $3619$
163515718	4567	008-010725-EM	12	21	$285$ $12205$ $971$ $262$ $634$ $230$ $507$ $665$ $2905$ $612$ $46$
163515718	4567	008-010725-EM	12	21	$285$ $12205$ $971$ $230$ $507$ $665$ $2905$ $612$ $46$
163515719	2745	005-000649-EM	23	43	$37769$ $46$
163515719	2745	005-000649-EM	23	43	$1610$ $2642$ $9700$ $230$ $13635$ $247$ $5464$ $89$ $238$ $134$ $1491$
163515720	4186	008-001664-EM	22	37	$26135$
163515720	4186	008-001664-EM	22	37	$37769$ $46$
163515721	3332	007-006252-EM	7	16	$1219$ $233$ $23420$ $384$ $16742$ $8167$
163515721	3332	007-006252-EM	7	16	$37769$ $46$
163515722	3679	007-010270-EM	14	24	$4945$ $233$ $56$ $2834$ $16$ $11648$ $140$ $46$
163515722	3679	007-010270-EM	14	24	$37769$ $46$
163515723	2660	001-004367-EM	275	294	$2813$ $56$ $2802$ $262$ $56$ $1365$ $5$ $1394$ $122$ $330$ $86$ $16$ $901$
163515723	2660	001-004367-EM	275	294	$251$ $56$ $2802$ $247$ $4838$ $60$ $151$ $1770$ $262$ $741$ $5$ $1395$ $122$ $330$ $86$ $16$ $2239$ $8042$ $46$
163515724	4660	008-013203-EM	7	12	$26135$
163515724	4660	008-013203-EM	7	12	$37769$ $46$
163515725	3659	007-010064-EM	36	40	$11581$ $56$ $19667$ $5$ $56$ $2273$ $17887$ $8167$
163515725	3659	007-010064-EM	36	40	$8236$ $19667$ $5$ $56$ $8167$ $46$
163515726	3978	007-013728-EM	151	161	$3791$ $1654$ $122$ $33366$ $230$ $82$ $3349$ $474$ $46$
163515726	3978	007-013728-EM	151	161	$3791$ $597$ $32027$ $811$ $230$ $82$ $3349$ $474$ $46$
163515727	2609	001-002660-EM	27	35	$594$ $230$ $39278$ $16$ $2838$ $434$ $1055$ $247$ $6580$ $86$ $125$ $1486$ $262$ UNK $3912$ $39280$ $12035$
163515727	2609	001-002660-EM	27	35	UNK $594$ $230$ $39278$ $16$ $2838$ $3912$ $233$ $39280$ $12035$ $46$
163515729	3346	007-006448-EM	12	57	$2841$ $140$ $797$ $154$ $13615$ $262$ $652$ $665$ $612$
163515729	3346	007-006448-EM	12	57	$2841$ $847$ $612$ $8040$ $154$ $3878$
163515730	3362	007-006668-EM	12	30	$1284$ $1409$ UNK $827$ $606$ $6177$ $247$ $92$ $818$ $8838$ $230$ $228$ $597$ $9122$ $612$
163515730	3362	007-006668-EM	12	30	$1284$ $1409$ $132$ $827$ $606$ $6177$ $247$ $92$ $818$ $8838$ $230$ $598$ $9122$ $612$
163515731	4821	008-016289-EM	20	27	$750$
163515731	4821	008-016289-EM	20	27	$750$
163515732	4207	008-002263-EM	106	118	$27638$ $56$ $797$ $262$ $190$ $1136$ $56$ $486$ $12784$ $55$ $384$ $46$
163515732	4207	008-002263-EM	106	118	$27638$ $190$ $192$ $7723$ $233$ $56$ $797$ $247$ $1887$ $21184$ $11334$ $230$ $132$ $474$ $46$
163515733	3906	007-012816-EM	11	19	$26135$
163515733	3906	007-012816-EM	11	19	$6035$ $82$ $753$ $247$ $597$ $1701$ $2254$ $327$ $233$ $46$
163515734	3109	007-003334-EM	61	75	$3791$ $39333$ $122$ $2761$ $1491$ $247$ $56$ $39335$ $5073$ $46$
163515734	3109	007-003334-EM	61	75	$3791$ $599$ $262$ $23023$ $530$ $56$ $39333$ $968$ $1876$
163515735	3389	007-006911-EM	259	274	$750$
163515735	3389	007-006911-EM	259	274	$2813$ $1187$ $1776$ $16$ $2486$ $262$ $941$ $2692$ $530$ $56$ $12458$ $327$ $232$ $150$ $46$
163515736	4888	011-001041-EM	16	34	$5471$ $39370$ $89$ $39366$ $1225$ $164$ $82$ $8415$ $3978$ $289$ $306$ $164$ $105$ $120$ $926$ $46$
163515736	4888	011-001041-EM	16	34	$5471$ $56$ $8415$ $3978$ $16$ $39367$
163515737	4220	008-002420-EM	327	353	$1329$ $2720$ $3652$ $507$ $16$ $1881$ $518$ $82$ $474$ $16$ $285$ $56$ $437$ $21212$ $21166$ $257$ $16$ $2080$ $46$
163515737	4220	008-002420-EM	327	353	$1329$ $3651$ $16$ $285$ UNK $437$ $21212$ $21166$ $5169$ $16$ UNK $341$ $10535$ $3791$ $3392$
163515738	2643	001-003754-EM	92	109	$1329$ $2486$ $1894$ $1842$ $7723$ $367$ $951$ $463$ $289$ $39444$ $5871$
163515738	2643	001-003754-EM	92	109	$894$ $2373$ $247$ $694$ $1785$ $5871$
163515739	4184	008-001552-EM	26	31	$7903$ $56$ $1623$ $3304$ $612$ $46$
163515739	4184	008-001552-EM	26	31	UNK $1623$ $28867$ $3704$
163515740	2558	001-000955-EM	124	145	$2442$ $16$ $1570$ $690$ $893$ $233$ $13635$ $262$ $486$ $396$ $342$ $1982$ $4816$ $122$ $610$ $89$ $39279$ $4208$ $1515$ $46$
163515740	2558	001-000955-EM	124	145	$2442$ $16$ $1570$ $690$ $893$ $233$ $56$ $11252$ $262$ $56$ $12035$
163515741	3857	007-012323-EM	25	43	$37769$ $46$
163515741	3857	007-012323-EM	25	43	$163$ $549$ $165$ $5945$ $490$ $247$ $278$ $142$ $612$ $233$ $132$ $311$
163515742	2860	007-000331-EM	67	101	$1815$ $86$ $518$ $84$ UNK $11092$ $16$ $251$ $599$ $13487$ $253$ $1674$ $140$
163515742	2860	007-000331-EM	67	101	$2254$ $518$ $233$ $1210$ $247$ $140$ $150$ $132$ $87$ $69$ $16$ $1674$ $7158$ $170$ $846$ UNK $89$ $599$ $52$ $596$ $460$ $107$ $474$ UNK
163515743	2805	005-002008-EM	231	241	$2442$ $16$ $1690$ $4582$ $1280$ $5$ $463$
163515743	2805	005-002008-EM	231	241	$2442$ $16$ $251$ $152$ $16$ $4582$ $1280$ $184$ $520$ $607$
163515744	4108	008-000129-EM	20	32	$750$
163515744	4108	008-000129-EM	20	32	$750$
163515745	4255	008-003254-EM	329	350	$163$ $2492$ $165$ $530$ $32834$ $12076$ $642$ $2129$ $642$ $1776$ $5$ $82$ $1864$ $87$ $1030$
163515745	4255	008-003254-EM	329	350	$89$ $599$ $4129$ $1776$ $530$ $32840$ $1692$ $5$ UNK $95$ $163$ $2491$ $165$ $642$ $2129$ $642$ $50$ $94$ $46$
163515746	4572	008-010832-EM	15	24	$368$ $84$ $7258$ $233$ $632$
163515746	4572	008-010832-EM	15	24	$750$
163515747	3376	007-006797-EM	269	275	$163$ $579$ $165$ $419$ $5291$ $51$ $1030$ $262$ $2431$ $3209$
163515747	3376	007-006797-EM	269	275	$558$ $512$ $233$ $2858$ $232$ $56$ $3533$ $46$
163515748	2616	001-002891-EM	5	15	$7156$ $16$ $7903$ $262$ $3704$ $460$ $307$ $46$
163515748	2616	001-002891-EM	5	15	$79165$ $1417$ $612$ $262$ $307$ $46$
163515749	2879	007-000524-EM	31	39	$54739$ $1136$ $341$ $216$ $12841$ $216$ $18108$ $46$
163515749	2879	007-000524-EM	31	39	$3611$ $223$ $427$ $224$ $2330$ $5$ $222$ $233$ $613$ $787$ $46$
163515750	4045	007-014654-EM	157	169	$12827$ UNK $23207$ $23209$ $1815$ $518$ $233$ $24387$ $4310$ $56$ $362$ $642$ $2129$ $642$ $721$ $46$
163515750	4045	007-014654-EM	157	169	$1000$ $132$ $14411$ $233$ $3387$ $247$ $24387$ $4310$ $56$ $362$ $46$
163515751	3505	007-008193-EM	71	84	$140$ $31139$ $2971$ $230$ $56$ $2942$ $89$ $1224$ $87$ $167$ $1003$ $230$ $342$
163515751	3505	007-008193-EM	71	84	$1329$ $31138$ $530$ $5955$ $16$ $39559$ $46$
163515752	4739	008-014540-EM	300	310	$19674$ $3410$ $232$ $2211$ $16$ $1809$ $11509$ $2764$ $423$ $2887$ $233$ $70$ $781$ $46$
163515752	4739	008-014540-EM	300	310	$941$ $3411$ $1136$ $423$ $262$ $1810$ $16$ $1779$ $46$
163515753	4830	008-016569-EM	136	146	$26135$
163515753	4830	008-016569-EM	136	146	$5955$ $16$ $2492$ $665$ $83$ $1136$ $39616$ $17$ $1051$ $806$
163515754	2944	007-001236-EM	10	23	$6035$ $167$ $1670$ $859$ $233$ $56$ $5094$ $3074$ $1156$ $93$ $132$ $620$ $151$ $3714$ $46$
163515754	2944	007-001236-EM	10	23	$1284$ $1670$ $859$ $233$ $93$ $3714$ $460$ UNK $5094$ $3074$ $1156$ $46$
163515755	3167	007-004004-EM	28	40	$1397$ $901$ $5984$ $4083$ $4130$ $10706$ $638$ $262$ $18478$ $230$ $107$ $474$ $46$
163515755	3167	007-004004-EM	28	40	$1263$ $901$ $5984$ $247$ $4083$ $4130$ $10706$ $46$
163515756	3334	007-006298-EM	38	49	$2254$ $518$ $84$ $558$ $1136$ $342$ $424$ $46$
163515756	3334	007-006298-EM	38	49	$14411$ $84$ $558$ $560$ $530$ $341$ $665$ $971$ $46$
163515757	2953	007-001408-EM	277	285	$2248$ $82$ $612$ $262$ $861$ $16$ $368$ $8089$ $233$ $6059$ $17$ $403$ $232$ $852$
163515757	2953	007-001408-EM	277	285	$894$ $2373$ $247$ $612$ $1136$ $1810$ $2776$
163515758	4198	008-002024-EM	68	86	$1225$ $118$ $2427$ $6540$ $16$ $2491$ $46$
163515758	4198	008-002024-EM	68	86	$5471$ $118$ $2427$ $6540$ $1136$ $302$ $2020$ $233$ $3524$ $520$ $4184$ $289$ $631$ $1627$ $781$ $46$
163515759	3173	007-004137-EM	154	171	$5471$ $82$ $1261$ $3761$ $1055$ $247$ $56$ $3782$ $233$ $631$ $39724$ $16$ $3325$
